49 44 42
51 43 38
49 45 41
50 47 43
49 49 47
50 53 46
47 49 49
45 51 53
44 49 56
40 47 57
38 47 58
42 46 62
42 45 59
42 41 56
39 41 58
39 42 55
43 38 56
45 34 59
43 33 56
44 32 53
40 33 54
43 31 50
47 29 54
45 29 58
43 25 61
45 29 58
49 25 55
53 26 54
55 22 58
59 26 62
58 26 66
62 27 69
65 29 72
67 26 73
67 24 71
68 25 75
66 24 73
69 28 71
65 32 75
61 32 76
57 33 75
56 31 74
59 35 76
63 33 77
64 36 78
66 40 78
65 44 81
61 41 85
65 38 81
68 34 80
68 36 77
65 33 76
67 29 72
64 31 70
68 34 66
64 30 69
60 34 72
57 38 74
55 40 75
53 37 76
55 34 76
54 37 79
56 39 82
53 39 79
52 35 82
55 33 81
53 32 78
56 28 76
56 32 73
52 34 71
51 30 72
54 27 71
55 25 67
58 24 65
62 26 69
58 29 73
56 30 75
53 30 72
50 29 73
46 32 74
43 29 72
40 29 74
43 27 76
44 31 73
43 29 76
46 25 72
44 21 73
48 18 77
48 21 74
50 20 77
47 18 73
48 18 76
44 21 80
46 17 80
45 18 79
44 18 82
45 14 82
43 15 81
45 19 82
45 19 85
41 20 82
43 21 86
41 18 87
39 14 87
35 17 86
33 15 86
33 13 89
34 17 87
31 20 87
33 19 91
31 21 91
27 19 95
24 15 95
23 16 91
26 18 89
24 14 93
21 15 95
17 19 96
17 17 95
21 16 91
19 19 95
23 22 98
25 23 96
29 25 98
33 26 101
30 25 105
29 28 108
25 28 104
25 26 103
21 30 104
25 31 102
21 32 99
19 29 103
16 28 107
12 32 104
16 30 102
16 32 100
18 34 99
15 31 102
12 34 103
15 32 106
18 34 105
20 37 102
16 41 106
16 42 107
17 38 109
14 34 106
11 32 102
12 30 102
8 29 105
7 32 108
6 32 111
8 35 113
10 38 109
6 41 109
5 45 111
1 45 113
2 42 113
2 38 110
2 41 111
2 37 108
3 35 107
7 39 105
11 38 106
7 42 105
10 41 104
11 42 100
8 42 100
8 45 101
5 43 99
3 40 96
1 37 100
4 40 101
0 39 97
2 35 98
1 34 102
2 33 99
0 34 102
2 34 101
5 38 103
1 36 103
5 40 104
1 36 108
3 36 109
4 33 113
6 36 111
4 35 113
2 39 111
3 40 108
7 44 104
9 47 108
11 47 107
7 44 109
4 43 109
5 46 105
9 50 102
10 52 101
6 49 101
10 49 98
12 48 96
9 44 94
13 45 91
11 41 93
7 37 89
9 37 88
9 33 91
6 35 88
2 32 86
2 30 83
2 27 83
0 23 81
2 22 77
5 25 81
6 23 78
3 23 74
2 20 76
2 18 80
5 20 80
2 20 76
3 24 75
2 22 74
0 24 72
2 28 72
2 25 73
0 23 72
2 20 69
3 17 70
5 20 70
3 20 67
1 21 64
4 17 60
6 16 62
7 18 64
6 22 68
6 22 64
10 25 68
8 24 68
11 25 68
8 25 71
12 26 72
12 27 72
15 31 71
14 30 72
16 31 72
14 32 76
13 28 76
17 29 77
13 26 81
10 28 80
6 25 76
8 23 79
5 23 78
1 26 77
2 26 74
2 23 74
3 21 72
2 21 74
4 20 70
1 19 70
1 23 67
1 22 69
0 23 71
2 27 71
2 24 69
6 21 69
5 18 69
4 18 69
4 17 70
6 17 73
3 18 75
0 19 73
0 15 70
2 17 72
0 14 72
0 15 71
2 17 69
2 13 66
0 16 66
2 17 70
6 14 71
8 13 70
4 9 67
1 11 71
2 7 69
3 4 66
5 4 65
5 5 64
4 6 66
6 3 68
7 5 70
6 3 72
9 2 73
10 0 77
12 2 78
14 5 76
11 1 75
8 2 71
9 5 73
9 8 75
5 6 71
1 4 70
4 2 71
0 1 74
2 2 70
3 5 67
6 9 67
7 6 64
9 5 66
10 5 63
6 9 65
4 8 64
4 6 66
4 7 69
7 9 67
8 13 67
10 13 69
7 16 68
4 16 67
3 15 66
2 19 67
2 19 64
5 18 67
4 18 65
2 20 67
2 21 69
2 19 73
6 18 77
6 15 76
9 18 76
7 15 80
3 15 82
3 19 86
7 18 90
8 18 89
11 20 89
12 18 85
13 20 85
17 17 83
13 20 84
11 20 80
9 24 81
11 27 82
7 24 80
6 25 82
3 22 85
6 20 84
7 21 80
8 18 76
4 19 79
8 20 82
7 17 82
7 16 83
8 13 82
4 12 85
8 10 82
9 10 80
8 8 79
10 7 79
9 6 81
12 4 82
16 1 78
17 1 75
16 2 73
15 6 72
16 2 70
13 1 68
11 1 71
12 2 68
10 4 66
12 8 64
16 11 62
17 13 62
17 13 61
16 12 65
13 14 63
15 18 66
18 18 62
14 14 63
14 16 59
11 16 58
8 20 57
5 21 61
7 23 57
7 19 61
5 20 57
3 19 59
2 21 61
5 17 58
6 16 54
10 18 52
11 19 54
8 17 55
11 21 52
11 18 55
7 19 58
9 23 57
12 27 55
9 25 51
7 27 54
3 27 53
2 30 50
1 34 53
2 34 49
1 32 53
4 33 55
4 37 58
7 36 60
3 39 62
6 40 60
7 36 63
5 36 60
4 39 57
0 36 54
2 34 58
0 37 61
2 38 57
2 41 60
2 42 61
2 44 65
2 40 63
0 37 61
2 36 59
6 35 58
5 34 58
4 30 60
