48 42 38
51 43 40
51 42 39
51 46 39
48 43 36
49 40 33
45 42 31
44 45 34
48 44 30
44 42 26
44 38 29
48 37 25
46 35 21
43 38 18
44 40 14
43 36 16
42 32 18
43 32 22
44 31 26
44 33 23
44 31 26
42 28 27
41 26 30
41 27 31
39 23 33
40 20 34
40 23 33
42 19 31
40 23 28
44 20 28
45 24 30
42 21 34
45 25 30
47 27 26
49 25 30
52 26 31
48 22 29
52 26 29
54 22 26
54 22 29
58 25 32
54 27 30
54 26 34
54 30 33
50 31 35
50 32 36
52 31 40
53 31 39
56 27 40
54 27 38
51 27 37
54 31 41
51 30 44
52 34 42
48 31 39
48 33 39
50 31 40
48 28 39
46 32 39
43 28 35
40 27 34
36 28 30
36 24 26
35 24 25
35 26 22
31 23 25
32 22 28
32 22 25
29 18 21
28 20 18
25 24 15
29 20 11
28 24 15
26 24 16
24 20 19
28 22 20
29 25 22
27 23 19
27 22 16
29 18 14
33 20 12
35 24 12
37 26 15
37 30 17
33 27 19
30 29 20
30 33 20
32 29 19
35 31 21
33 28 22
32 29 18
31 28 16
33 32 12
36 32 9
38 34 11
34 32 14
30 34 12
31 38 9
33 37 6
32 36 6
29 32 5
30 31 9
27 32 5
23 32 8
19 31 7
15 30 4
16 30 7
19 27 9
15 31 7
12 31 9
9 30 6
9 26 6
5 22 2
8 18 5
5 20 1
7 23 2
10 27 1
8 26 2
7 24 6
8 24 8
8 25 6
12 28 4
11 27 3
7 30 3
5 29 7
6 33 4
3 32 1
2 31 4
6 32 6
8 36 8
5 38 6
4 42 5
2 42 4
2 46 2
2 42 6
1 44 6
2 43 3
5 41 3
9 37 3
13 41 2
16 43 3
13 47 0
9 50 2
9 53 1
8 52 2
9 49 5
12 52 7
10 55 3
8 56 1
6 55 3
3 59 7
5 57 9
2 54 11
2 55 14
5 55 11
1 53 10
1 50 10
4 48 7
5 52 9
1 55 10
0 56 11
2 56 9
2 58 13
6 56 12
2 53 13
0 57 15
2 59 16
3 57 17
3 58 19
1 55 20
2 53 23
4 52 22
5 54 23
9 54 19
8 52 16
8 48 12
5 44 13
9 41 11
12 43 7
15 41 9
14 42 8
15 41 5
12 43 1
9 45 2
6 46 2
6 50 2
3 51 2
3 55 0
1 59 2
5 61 5
4 60 1
8 61 2
11 59 6
10 63 9
14 64 13
17 60 13
13 56 12
10 52 12
10 55 15
8 59 18
7 60 14
3 58 11
5 54 7
8 52 6
10 50 3
10 54 4
10 58 1
7 62 1
7 60 2
4 59 0
7 58 4
11 58 4
10 62 6
13 64 10
14 65 9
16 65 11
14 64 15
11 66 19
15 66 20
17 70 20
14 71 19
18 68 18
14 69 17
11 65 19
9 67 15
8 67 16
10 71 16
8 73 12
11 76 15
12 76 11
13 79 13
15 80 12
16 77 10
18 79 7
17 76 9
16 73 8
13 76 4
16 75 3
14 77 4
18 81 4
15 80 7
15 81 3
12 85 2
9 89 3
7 86 7
3 85 5
6 81 5
2 83 9
5 87 13
9 86 14
10 89 14
11 90 12
12 90 14
11 90 15
15 87 11
15 86 15
19 87 16
21 86 19
22 85 19
22 84 18
21 83 14
17 85 10
20 82 14
23 84 10
21 86 11
21 85 9
18 86 11
22 89 7
26 92 3
22 91 6
18 90 10
16 88 9
15 88 12
19 89 14
20 89 18
22 87 16
19 83 13
21 79 15
25 79 15
28 75 15
27 77 11
30 79 12
29 81 11
26 81 12
26 81 9
26 79 9
28 79 5
27 82 3
29 82 2
27 86 2
26 86 2
27 90 4
30 94 6
31 97 3
28 99 6
24 103 8
28 100 6
30 96 2
34 96 5
30 94 9
32 97 10
36 94 11
34 96 10
33 93 14
31 95 11
35 94 13
38 93 16
35 97 18
37 99 15
36 103 15
36 104 17
34 107 21
38 106 18
36 102 14
35 98 14
36 101 11
39 105 11
42 103 13
45 104 12
43 103 11
47 100 9
46 101 11
44 105 8
45 109 5
44 106 3
40 102 3
37 104 7
33 104 9
29 104 9
32 107 6
35 103 2
39 103 5
41 105 5
43 107 7
39 111 8
37 111 6
38 113 2
40 113 5
42 117 8
45 120 10
44 124 7
46 122 8
46 124 7
43 126 3
44 122 2
41 125 5
37 122 2
40 123 3
38 121 2
37 117 6
41 116 5
45 116 2
43 116 3
42 117 1
38 120 4
41 123 8
40 120 4
42 122 2
42 126 2
41 125 2
39 126 5
36 125 9
33 121 13
36 125 15
33 128 14
36 126 16
35 128 13
33 124 16
29 123 14
32 123 13
28 125 9
26 126 8
29 127 12
27 131 9
23 132 6
19 136 3
23 138 2
25 138 6
23 141 7
20 137 5
18 134 7
20 130 7
18 131 3
19 132 6
20 128 2
17 127 2
14 129 2
16 128 4
16 125 5
19 124 9
20 125 10
16 122 7
15 122 7
16 118 3
16 122 3
15 123 7
11 120 7
14 123 3
12 122 2
15 118 2
17 122 2
17 125 6
17 126 5
17 122 9
17 124 8
13 123 6
14 124 8
18 121 12
20 125 11
17 128 7
21 124 9
25 123 9
24 121 7
24 121 10
26 118 7
29 121 11
27 123 10
26 119 10
22 121 7
23 122 7
24 126 9
23 125 5
27 121 1
27 125 2
23 127 3
22 128 5
20 126 9
16 122 12
12 125 10
8 128 11
9 124 14
13 123 11
14 127 11
18 127 12
22 124 13
24 120 13
28 124 10
29 126 8
32 126 11
32 122 15
33 121 12
33 122 11
35 126 12
35 126 13
36 124 16
40 120 16
38 123 18
38 119 20
34 121 18
37 120 14
37 120 12
35 117 15
39 117 18
37 115 17
41 112 14
38 113 12
39 115 13
35 112 17
32 108 20
31 104 24
34 101 20
31 98 20
28 101 20
27 98 22
30 97 21
32 93 22
28 95 26
31 92 28
29 90 27
27 94 25
25 93 26
29 91 25
29 88 27
28 90 27
30 91 24
32 88 20
34 84 23
33 87 26
37 91 22
36 90 21
32 94 17
34 91 13
31 94 9
34 95 5
37 92 4
34 91 4
36 88 5
33 88 9
32 88 8
31 92 11
28 90 8
32 90 5
28 86 8
24 88 8
24 87 10
27 86 9
29 88 9
27 90 7
26 87 4
22 84 7
22 82 11
20 85 15
16 86 14
15 82 11
11 85 9
11 83 6
9 83 5
12 81 9
9 82 8
8 86 10
7 87 11
10 91 7
13 93 6
9 95 5
6 95 1
5 95 2
3 92 0
6 96 1
7 100 2
4 101 0
8 100 2
8 101 5
4 97 4
8 99 4
7 96 1
9 94 3
12 90 2
14 92 2
13 94 2
12 92 2
14 90 4
17 89 2
17 91 2
13 94 6
15 95 3
18 96 2
20 94 3
17 92 6
17 95 4
20 92 7
24 90 10
21 86 14
17 88 14
14 91 12
14 90 13
13 86 11
17 83 14
19 80 17
19 81 18
19 84 17
15 87 13
15 90 16
14 90 12
15 91 12
11 94 12
9 96 8
11 95 5
13 94 7
11 94 8
14 95 10
17 96 11
15 99 8
11 95 9
11 99 5
15 101 6
11 103 10
7 105 10
9 108 6
6 108 7
5 111 9
3 108 13
2 112 15
4 113 14
3 110 15
7 108 11
8 112 14
11 109 12
12 107 10
10 105 9
10 105 11
10 101 9
13 98 8
12 97 8
14 94 7
14 90 7
18 94 4
16 96 1
14 94 2
14 91 2
16 93 3
12 96 2
16 93 4
15 95 1
15 99 5
19 96 6
19 96 2
16 92 3
12 94 0
16 91 2
16 93 2
14 95 0
18 94 2
20 96 2
18 94 4
15 91 1
16 94 2
14 92 6
13 92 6
11 92 7
9 93 5
10 94 4
6 96 6
6 92 3
8 96 2
4 92 2
0 91 6
2 90 5
1 88 1
5 91 3
7 91 2
9 93 3
9 90 1
10 92 4
7 91 2
3 88 4
3 85 1
2 87 2
2 89 0
0 92 2
3 95 2
6 93 6
5 89 4
5 92 7
4 89 9
8 92 5
9 95 4
8 98 5
6 96 1
10 95 1
12 92 4
12 95 5
14 93 4
17 95 3
21 97 2
22 94 0
21 97 2
22 97 2
26 95 1
29 97 3
27 95 5
28 91 7
32 87 10
35 87 14
38 89 10
39 86 10
38 84 12
37 83 8
38 82 7
38 83 9
40 87 13
38 88 16
42 85 12
46 85 8
50 83 6
52 87 3
54 83 4
57 86 2
59 89 0
55 87 2
58 91 2
62 92 3
60 94 5
64 93 2
65 96 5
65 98 5
63 98 7
63 94 3
67 91 6
69 92 10
70 89 8
71 92 11
70 90 11
71 92 14
68 94 16
64 95 14
65 98 16
67 97 15
70 101 13
67 98 12
64 100 14
61 100 17
58 103 16
55 101 18
57 103 14
55 106 14
59 108 18
58 106 20
59 106 16
57 102 12
55 105 8
59 104 4
58 101 0
59 97 2
56 101 3
55 98 7
58 102 3
58 104 0
58 104 0
62 103 0
65 104 4
61 105 7
65 101 6
69 99 6
72 96 8
70 98 8
66 96 5
68 92 6
66 92 3
63 96 4
63 98 8
66 95 9
69 99 9
66 102 5
69 106 3
