38 35 35
42 37 32
46 38 36
45 36 33
45 40 32
43 43 29
40 44 30
36 42 29
35 42 25
38 44 21
38 47 23
34 46 23
34 47 24
34 51 20
32 49 24
35 50 27
37 47 30
40 49 29
41 49 28
44 52 31
43 48 29
45 49 31
46 47 34
43 43 36
44 45 36
45 44 37
42 42 38
45 41 35
48 44 34
47 45 37
44 49 39
42 48 43
44 52 43
40 49 40
38 50 38
35 52 40
37 48 42
34 48 43
34 45 44
31 46 40
28 43 44
32 39 46
30 37 44
32 35 47
35 36 51
34 35 52
35 37 49
39 39 49
40 39 50
41 36 46
42 39 47
40 43 49
39 39 52
36 43 53
33 43 55
37 41 52
37 37 50
35 41 47
37 45 51
35 48 50
39 48 48
39 46 47
35 42 48
34 41 46
37 40 48
34 37 47
31 40 45
30 42 46
31 43 50
31 46 54
32 43 50
32 44 50
28 42 53
29 38 57
31 42 56
28 45 53
24 49 52
21 49 50
18 45 52
21 48 50
19 44 53
23 40 53
21 39 54
25 37 57
21 41 56
23 44 57
25 43 59
23 43 58
25 42 61
26 42 65
25 42 66
22 44 62
23 45 64
22 43 63
24 43 64
27 43 65
25 46 69
21 44 67
17 42 71
15 38 75
19 39 74
15 36 74
17 38 74
20 34 75
17 35 71
14 32 75
11 30 74
14 31 77
17 33 78
15 34 82
11 30 83
11 31 79
15 35 77
15 38 78
11 36 75
12 35 75
16 36 72
14 34 68
13 36 66
16 36 67
12 34 67
14 33 68
16 36 71
13 38 72
16 39 74
13 36 74
13 37 73
14 35 74
12 32 75
15 30 77
12 27 78
15 29 81
15 25 77
16 25 73
16 28 77
18 30 74
21 34 70
22 36 68
23 34 69
27 32 71
29 28 73
31 32 69
29 34 71
31 32 71
28 30 73
27 30 70
23 34 72
24 33 71
20 31 68
23 33 72
20 29 71
22 31 72
18 32 70
15 34 73
19 38 77
16 40 78
15 42 82
11 44 78
12 40 80
12 41 79
11 38 83
9 36 87
11 32 91
8 30 94
8 31 98
8 30 96
4 29 97
8 25 99
10 26 97
8 26 96
6 30 95
3 33 91
3 34 89
6 33 90
8 35 86
7 39 84
9 37 88
13 37 92
13 40 94
13 37 97
16 34 100
17 38 97
20 34 94
20 31 94
19 35 92
19 38 92
22 36 93
22 36 90
24 38 91
22 39 89
26 35 87
29 35 87
25 39 83
25 35 87
26 36 83
26 34 82
27 36 84
24 38 83
22 36 86
21 37 87
19 41 90
23 42 88
24 41 86
23 42 88
21 39 89
24 39 90
26 35 87
30 31 88
32 28 86
31 30 88
33 34 91
36 34 89
35 30 88
38 27 86
41 30 87
39 33 90
41 37 88
43 34 87
40 38 91
41 40 95
44 43 99
43 43 101
46 41 100
49 41 101
53 40 98
54 40 102
50 36 100
48 38 99
45 39 99
47 38 97
47 39 96
50 40 94
49 44 91
53 47 95
53 47 96
53 46 93
50 44 95
47 46 92
45 47 92
43 44 95
46 41 98
46 44 94
44 41 90
47 45 88
45 46 86
48 49 90
47 49 92
46 53 92
43 50 89
45 47 92
46 44 96
42 43 93
46 40 91
43 38 92
43 41 95
43 37 92
42 35 90
45 31 88
47 27 85
47 31 87
48 33 87
48 35 91
44 31 88
46 28 86
44 30 89
46 30 85
46 32 84
42 33 86
41 31 83
38 27 85
42 26 83
46 26 83
47 28 82
44 31 78
41 34 77
41 32 74
41 33 70
37 32 68
33 33 71
37 32 72
34 29 73
30 33 75
29 36 72
29 40 76
30 37 78
33 34 80
37 30 82
35 30 86
39 30 89
36 28 88
34 29 87
33 27 85
32 24 86
28 24 83
31 28 84
28 29 85
26 25 84
25 27 87
22 24 83
26 28 82
22 24 85
23 23 81
21 23 77
18 19 79
22 15 78
20 19 76
17 15 73
18 15 69
21 16 67
21 15 64
23 14 68
27 13 68
24 10 66
20 12 65
21 13 67
20 14 71
17 14 72
19 10 73
21 8 74
24 7 71
22 4 67
19 4 70
19 7 74
23 10 74
26 8 73
24 5 69
25 1 65
29 2 62
31 4 61
28 2 64
30 2 68
29 5 70
27 2 66
31 2 64
35 6 61
31 2 63
34 5 65
36 7 68
34 9 67
34 13 64
33 10 62
37 9 59
40 11 60
37 9 62
39 12 59
36 14 59
35 18 61
32 16 65
36 15 68
38 16 67
38 18 63
37 22 61
40 24 57
41 21 57
44 17 56
46 19 60
48 19 58
47 20 55
43 17 53
46 19 54
50 19 56
50 16 52
50 14 50
49 11 49
51 12 51
55 9 53
54 5 54
57 4 58
53 0 57
51 1 57
48 4 55
46 3 59
43 3 59
47 2 63
49 1 62
45 5 65
47 8 68
49 11 68
48 7 70
47 10 66
51 14 64
54 11 64
56 10 68
55 9 65
54 12 62
55 12 65
53 14 63
55 13 63
53 13 60
51 11 63
47 9 63
47 12 64
50 14 67
50 15 68
54 13 67
57 10 69
58 9 71
57 7 74
55 4 75
51 1 76
55 2 76
53 2 75
57 4 75
61 5 75
59 9 71
