46 31 36
49 34 36
51 38 36
48 40 32
45 36 36
49 37 39
47 41 43
46 43 43
47 43 42
47 47 44
51 47 42
52 46 44
56 48 41
52 46 45
55 48 42
58 45 39
56 42 38
55 39 36
52 40 35
49 42 32
51 39 32
51 42 36
55 40 35
53 39 37
52 42 37
52 40 37
54 41 36
57 40 36
58 43 34
56 47 33
59 51 33
59 48 29
55 51 31
55 50 33
55 54 29
58 52 29
57 54 29
57 55 31
55 58 29
52 58 30
54 62 32
50 60 32
50 59 30
49 63 26
48 67 23
44 68 20
44 71 20
41 68 17
42 65 15
39 61 13
41 63 12
40 61 14
38 59 18
34 62 17
33 66 15
34 64 19
33 65 21
32 64 24
28 60 21
28 58 22
25 59 26
23 59 30
25 58 30
21 62 34
20 60 34
17 63 38
17 62 37
13 61 36
10 62 39
10 59 41
11 58 40
15 54 42
16 58 40
20 58 38
19 57 38
17 53 38
20 54 40
23 55 42
19 52 43
15 56 41
15 52 45
16 53 44
15 55 40
18 57 42
20 61 38
23 57 34
20 54 37
24 54 39
20 55 36
18 55 39
19 58 35
20 58 32
17 57 28
17 58 25
21 62 27
24 64 28
28 63 29
31 67 30
34 71 29
36 67 30
39 64 33
42 60 34
44 57 34
41 56 34
45 60 32
48 60 32
48 61 34
44 60 30
44 63 28
47 63 26
45 62 23
48 62 23
45 64 26
48 61 26
49 64 26
52 60 22
48 59 24
51 63 21
55 66 23
58 64 23
61 64 24
57 68 21
56 65 22
59 61 23
61 62 26
60 66 26
56 67 22
53 69 19
51 69 16
47 73 12
48 75 13
49 74 15
52 73 14
56 72 12
54 71 15
54 68 12
57 66 8
57 65 7
61 69 9
59 65 11
58 68 13
62 71 17
62 75 18
60 76 17
60 77 20
59 74 21
61 78 19
60 79 20
57 77 19
59 73 21
55 70 23
59 68 20
63 71 17
63 69 20
60 68 21
56 70 22
56 70 18
60 71 17
57 67 19
57 68 16
58 70 16
59 67 20
63 71 24
67 69 20
70 73 20
69 69 18
70 68 20
68 67 23
65 65 25
63 66 29
63 69 29
67 71 30
67 68 28
71 70 28
72 70 26
72 71 28
73 68 24
76 71 27
73 70 28
72 67 28
70 71 28
68 71 26
66 71 24
67 72 24
67 75 28
69 76 31
65 73 29
69 73 28
72 74 29
75 71 25
75 73 28
75 70 30
77 66 33
74 63 35
72 60 35
72 63 39
74 67 37
71 66 35
72 64 39
75 64 43
79 65 40
82 63 42
79 61 40
79 63 43
78 61 44
76 62 40
72 60 37
73 63 41
